確定病名,發病年份,發病週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
嚴重特殊傳染性肺炎,2023,13,新北市,土城區,M,否,55-59,2
嚴重特殊傳染性肺炎,2023,13,新北市,泰山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,新北市,新莊區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,新北市,萬里區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,新北市,土城區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,13,新北市,中和區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,新北市,板橋區,M,否,60-64,3
嚴重特殊傳染性肺炎,2023,13,新北市,新店區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,新北市,中和區,M,否,65-69,3
嚴重特殊傳染性肺炎,2023,13,新北市,板橋區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,新北市,新店區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,新北市,新莊區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,13,新北市,樹林區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,新北市,三芝區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,新北市,三重區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,13,新北市,三峽區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,13,新北市,土城區,M,否,70+,5
嚴重特殊傳染性肺炎,2023,13,新北市,中和區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,13,新北市,五股區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,新北市,永和區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,13,新北市,汐止區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,13,新北市,林口區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,13,新北市,板橋區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,13,新北市,泰山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,新北市,深坑區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,新北市,新店區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,13,新北市,新莊區,M,否,70+,6
嚴重特殊傳染性肺炎,2023,13,新北市,樹林區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,13,新北市,蘆洲區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,新竹市,北區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,新竹市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,新竹市,北區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,13,新竹市,東區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,13,新竹市,東區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,新竹市,北區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,新竹縣,竹北市,F,否,1,1
嚴重特殊傳染性肺炎,2023,13,新竹縣,湖口鄉,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,13,新竹縣,湖口鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,新竹縣,新豐鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,新竹縣,竹北市,M,否,0,1
嚴重特殊傳染性肺炎,2023,13,新竹縣,尖石鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,新竹縣,竹北市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,新竹縣,竹東鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,新竹縣,湖口鄉,M,否,70+,3
嚴重特殊傳染性肺炎,2023,13,新竹縣,新豐鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,嘉義市,東區,F,否,30-34,1
嚴重特殊傳染性肺炎,2023,13,嘉義市,西區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,嘉義市,西區,F,否,70+,5
嚴重特殊傳染性肺炎,2023,13,嘉義市,東區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,13,嘉義縣,竹崎鄉,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,13,嘉義縣,番路鄉,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,嘉義縣,水上鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,嘉義縣,大林鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,嘉義縣,大林鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,嘉義縣,溪口鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,彰化縣,埔鹽鄉,F,否,3,1
嚴重特殊傳染性肺炎,2023,13,彰化縣,埔心鄉,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,彰化縣,彰化市,F,否,5-9,1
嚴重特殊傳染性肺炎,2023,13,彰化縣,埔鹽鄉,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,彰化縣,彰化市,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,彰化縣,秀水鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,彰化縣,社頭鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,彰化縣,花壇鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,彰化縣,鹿港鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,彰化縣,彰化市,F,否,70+,3
嚴重特殊傳染性肺炎,2023,13,彰化縣,溪湖鎮,M,否,25-29,1
嚴重特殊傳染性肺炎,2023,13,彰化縣,和美鎮,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,彰化縣,大村鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,彰化縣,彰化市,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,彰化縣,和美鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,彰化縣,花壇鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,彰化縣,員林市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,彰化縣,彰化市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,13,澎湖縣,馬公市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台中市,北區,F,否,10-14,1
嚴重特殊傳染性肺炎,2023,14,台中市,大里區,F,否,30-34,1
嚴重特殊傳染性肺炎,2023,14,台中市,大里區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,台中市,中區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,台中市,北屯區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,台中市,大里區,F,否,65-69,2
嚴重特殊傳染性肺炎,2023,14,台中市,豐原區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,台中市,太平區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台中市,北屯區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,14,台中市,北區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台中市,西屯區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台中市,清水區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台中市,龍井區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台中市,豐原區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,14,台中市,西屯區,M,否,35-39,1
嚴重特殊傳染性肺炎,2023,14,台中市,西區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,14,台中市,南區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,14,台中市,大甲區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,台中市,大里區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,台中市,西屯區,M,否,50-54,2
嚴重特殊傳染性肺炎,2023,14,台中市,沙鹿區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,台中市,北屯區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,台中市,西屯區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,台中市,霧峰區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,台中市,大里區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,台中市,豐原區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,台中市,霧峰區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,台中市,大甲區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台中市,大安區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台中市,大里區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,14,台中市,太平區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台中市,北區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台中市,外埔區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台中市,西屯區,M,否,70+,5
嚴重特殊傳染性肺炎,2023,14,台中市,西區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台中市,沙鹿區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台中市,和平區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台中市,東區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台中市,東勢區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,14,台中市,南屯區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台中市,清水區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台北市,內湖區,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,14,台北市,士林區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,台北市,內湖區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,台北市,文山區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,台北市,士林區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,台北市,北投區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,台北市,士林區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台北市,大安區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台北市,中山區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,14,台北市,內湖區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,14,台北市,北投區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台北市,松山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台北市,信義區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台北市,萬華區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台北市,信義區,M,否,0,1
嚴重特殊傳染性肺炎,2023,14,台北市,文山區,M,否,3,1
嚴重特殊傳染性肺炎,2023,14,台北市,中正區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,14,台北市,士林區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,14,台北市,大安區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,台北市,中山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,台北市,松山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,台北市,信義區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,台北市,中正區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,台北市,萬華區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,14,台北市,大安區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,台北市,中山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,台北市,內湖區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,台北市,文山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,台北市,士林區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,14,台北市,大同區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,14,台北市,大安區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台北市,中正區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台北市,內湖區,M,否,70+,7
嚴重特殊傳染性肺炎,2023,14,台北市,文山區,M,否,70+,6
嚴重特殊傳染性肺炎,2023,14,台北市,北投區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台北市,松山區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,14,台北市,信義區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,14,台北市,南港區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,14,台北市,萬華區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台東縣,台東市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台東縣,池上鄉,M,否,30-34,1
嚴重特殊傳染性肺炎,2023,14,台東縣,大武鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,台東縣,台東市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,永康區,F,否,1,1
嚴重特殊傳染性肺炎,2023,14,台南市,東區,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,14,台南市,永康區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,台南市,七股區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,台南市,安平區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,台南市,柳營區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,台南市,永康區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,台南市,官田區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,台南市,安南區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,台南市,南區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,台南市,下營區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台南市,大內區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,仁德區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,北區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台南市,安平區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,安定區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,安南區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,14,台南市,東山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,東區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,14,台南市,南區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,新化區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,新市區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,新營區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台南市,學甲區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,歸仁區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,14,台南市,關廟區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台南市,仁德區,M,否,0,1
嚴重特殊傳染性肺炎,2023,14,台南市,安南區,M,否,0,1
嚴重特殊傳染性肺炎,2023,14,台南市,官田區,M,否,1,1
嚴重特殊傳染性肺炎,2023,14,台南市,東區,M,否,1,1
嚴重特殊傳染性肺炎,2023,14,台南市,歸仁區,M,否,1,1
嚴重特殊傳染性肺炎,2023,14,台南市,中西區,M,否,25-29,1
嚴重特殊傳染性肺炎,2023,14,台南市,永康區,M,否,30-34,1
嚴重特殊傳染性肺炎,2023,14,台南市,善化區,M,否,35-39,1
嚴重特殊傳染性肺炎,2023,14,台南市,北區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,14,台南市,後壁區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,14,台南市,仁德區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,14,台南市,仁德區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,台南市,安南區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,台南市,安平區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,台南市,麻豆區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,台南市,安定區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,台南市,關廟區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,台南市,山上區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台南市,中西區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,仁德區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,14,台南市,六甲區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,北門區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,安定區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,安南區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台南市,佳里區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,東山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,南區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,麻豆區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,善化區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,新化區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,新營區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,鹽水區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,蘇澳鎮,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,冬山鄉,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,宜蘭市,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,羅東鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,蘇澳鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,三星鄉,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,宜蘭市,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,五結鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,宜蘭市,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,壯圍鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,礁溪鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,空值,空值,M,是,70+,1
嚴重特殊傳染性肺炎,2023,14,空值,空值,U,是,70+,1
嚴重特殊傳染性肺炎,2023,14,花蓮縣,秀林鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,花蓮縣,秀林鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,花蓮縣,壽豐鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,花蓮縣,玉里鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,花蓮縣,光復鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,花蓮縣,吉安鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,花蓮縣,秀林鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,花蓮縣,花蓮市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,金門縣,金城鎮,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,南投縣,魚池鄉,F,否,30-34,1
嚴重特殊傳染性肺炎,2023,14,南投縣,南投市,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,南投縣,埔里鎮,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,南投縣,魚池鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,南投縣,名間鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,南投縣,竹山鎮,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,南投縣,集集鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,南投縣,名間鄉,M,否,10-14,1
嚴重特殊傳染性肺炎,2023,14,南投縣,仁愛鄉,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,14,南投縣,仁愛鄉,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,南投縣,中寮鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,南投縣,埔里鎮,M,否,70+,4
嚴重特殊傳染性肺炎,2023,14,屏東縣,屏東市,F,否,0,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,佳冬鄉,F,否,10-14,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,屏東市,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,東港鎮,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,佳冬鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,屏東市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,新園鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,萬丹鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,潮州鎮,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,屏東縣,鹽埔鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,長治鄉,M,否,0,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,恆春鎮,M,否,0,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,潮州鎮,M,否,2,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,屏東市,M,否,4,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,內埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,竹田鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,屏東市,M,否,70+,3
嚴重特殊傳染性肺炎,2023,14,屏東縣,新園鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,三義鄉,F,否,20-24,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,後龍鎮,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,公館鄉,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,後龍鎮,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,公館鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,竹南鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,苗栗市,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,苗栗縣,通霄鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,公館鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,後龍鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,苗栗市,M,否,70+,3
嚴重特殊傳染性肺炎,2023,14,苗栗縣,通霄鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,桃園市,桃園區,F,否,0,1
嚴重特殊傳染性肺炎,2023,14,桃園市,楊梅區,F,否,15-19,1
嚴重特殊傳染性肺炎,2023,14,桃園市,龍潭區,F,否,30-34,1
嚴重特殊傳染性肺炎,2023,14,桃園市,觀音區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,桃園市,桃園區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,桃園市,楊梅區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,桃園市,中壢區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,桃園市,桃園區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,14,桃園市,楊梅區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,桃園市,龜山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,桃園市,觀音區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,桃園市,中壢區,M,否,0,2
嚴重特殊傳染性肺炎,2023,14,桃園市,桃園區,M,否,0,1
嚴重特殊傳染性肺炎,2023,14,桃園市,中壢區,M,否,35-39,1
嚴重特殊傳染性肺炎,2023,14,桃園市,觀音區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,14,桃園市,大園區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,桃園市,桃園區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,桃園市,八德區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,桃園市,大園區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,桃園市,中壢區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,14,桃園市,平鎮區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,桃園市,中壢區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,14,桃園市,桃園區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,桃園市,龍潭區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,桃園市,蘆竹區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,桃園市,中壢區,M,否,70+,6
嚴重特殊傳染性肺炎,2023,14,桃園市,平鎮區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,桃園市,桃園區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,14,桃園市,楊梅區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,桃園市,龍潭區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,桃園市,龜山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,桃園市,蘆竹區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,高雄市,路竹區,F,否,0,1
嚴重特殊傳染性肺炎,2023,14,高雄市,鳳山區,F,否,1,1
嚴重特殊傳染性肺炎,2023,14,高雄市,苓雅區,F,否,3,1
嚴重特殊傳染性肺炎,2023,14,高雄市,鳳山區,F,否,30-34,1
嚴重特殊傳染性肺炎,2023,14,高雄市,楠梓區,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,14,高雄市,小港區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,高雄市,左營區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,高雄市,路竹區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,高雄市,燕巢區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,高雄市,茄萣區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,高雄市,苓雅區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,高雄市,小港區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,高雄市,仁武區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,高雄市,左營區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,高雄市,前鎮區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,高雄市,新興區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,高雄市,鳳山區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,14,高雄市,鳳山區,M,否,15-19,1
嚴重特殊傳染性肺炎,2023,14,高雄市,大社區,M,否,25-29,1
嚴重特殊傳染性肺炎,2023,14,高雄市,鳳山區,M,否,30-34,1
嚴重特殊傳染性肺炎,2023,14,高雄市,左營區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,高雄市,楠梓區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,高雄市,大社區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,高雄市,岡山區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,高雄市,三民區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,高雄市,苓雅區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,高雄市,鼓山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,高雄市,鳳山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,高雄市,三民區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,14,高雄市,大寮區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,高雄市,仁武區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,高雄市,杉林區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,高雄市,林園區,M,否,70+,1
